ID	5p4_25c	5p4_27c	5p4_31cfoxc1	5p4_32cfoxc1	5p4_33cfoxc1	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000129235	8.39741823828437	8.19436234894413	8.16275190693113	8.19211347108151	8.12334097699603	17	6640712	6644541	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	TXNDC17
ENSG00000129245	8.97230617874758	8.95405284393781	8.97076253756292	8.87258368412274	8.92478620118526	17	7591230	7614897	FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024]	FXR2
ENSG00000129250	12.2797224317146	12.3383993874815	12.0543596783583	12.0340230356176	12.1850971108267	17	4997722	5028401	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]	KIF1C
ENSG00000129255	8.94310044320016	9.02290362134024	8.59367527569513	8.47363597444209	8.68753800988115	17	7583529	7592789	mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]	MPDU1
ENSG00000129292	8.23339924926668	8.09659881145827	8.45982752185111	8.60348443691665	8.36037694072449	8	132775311	132848807	PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]	PHF20L1
ENSG00000129295	3.1783093797046	3.18282375549048	2.97193800606737	3.43919021551714	2.99478339046807	8	132570416	132675617	dynein axonemal assembly factor 11 [Source:HGNC Symbol;Acc:HGNC:16725]	DNAAF11
ENSG00000129315	8.37134421503196	8.05884247751582	8.53402394152343	8.52467324550223	8.59396486179344	12	48688458	48716998	cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]	CCNT1
ENSG00000129317	6.23812238261675	6.14357987380091	6.30813510186239	6.54781069785306	5.92487191525645	12	43718992	43759193	pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]	PUS7L
ENSG00000129347	8.64965038921425	8.39816410680853	8.52639107117445	8.41241187160444	8.53321149313074	19	10553085	10566031	KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]	KRI1
ENSG00000129351	11.147056434512	11.0819306561021	11.1669568547161	11.0592125488391	10.8812603888853	19	10654261	10692415	interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]	ILF3
ENSG00000129353	11.7965126728915	11.7504778287387	11.7968229719527	11.7120115715891	11.8269282705852	19	10602457	10644558	solute carrier family 44 member 2 (CTL2 blood group) [Source:HGNC Symbol;Acc:HGNC:17292]	SLC44A2
ENSG00000129354	9.93867777708754	9.89407095034139	9.70263195446177	9.69542183941447	9.85202405280974	19	10572670	10587315	adaptor related protein complex 1 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:558]	AP1M2
ENSG00000129355	7.24777150556147	7.25281219049251	7.28097140932815	7.2446510887099	7.10260437681174	19	10566460	10569059	cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]	CDKN2D
ENSG00000129422	9.54469171816969	9.54975894822695	9.88379721487218	10.0207673159385	9.90842794294106	8	17643794	17801545	microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]	MTUS1
ENSG00000129437	1.59125534812168	2.01089091010935	2.77987111205319	2.78827785272642	2.80224496271054	19	51077317	51086530	kallikrein related peptidase 14 [Source:HGNC Symbol;Acc:HGNC:6362]	KLK14
ENSG00000129451	9.46062669340705	9.54391404680158	9.28760716054794	9.06787236834038	9.28866688268284	19	51012739	51021048	kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]	KLK10
ENSG00000129455	7.27615451945349	7.38073777450166	6.93392828605274	7.04397549827095	7.18390210625167	19	50996007	51002711	kallikrein related peptidase 8 [Source:HGNC Symbol;Acc:HGNC:6369]	KLK8
ENSG00000129460	7.86113736345065	7.87242181360346	7.61190277767677	7.48563675853975	7.60139757649929	14	23469679	23509862	neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]	NGDN
ENSG00000129465	5.43547518163318	5.18402712191914	5.72337300013076	5.59288676919632	6.10264767720633	14	24336025	24340022	receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]	RIPK3
ENSG00000129467	3.91569291642838	3.33498735579838	4.72397403013371	3.78667665139096	4.16429356622822	14	24318349	24335093	adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]	ADCY4
ENSG00000129472	7.96939319527547	8.07514490403072	7.92221147317975	7.59254315070324	7.87670498834119	14	21459020	21476960	RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]	RAB2B
ENSG00000129473	10.0206471562774	10.0479122517083	10.0123090902066	10.1526638553175	10.1233249707418	14	23298790	23313069	BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]	BCL2L2
ENSG00000129474	11.2638633089713	11.2233409139124	11.490476787402	11.4013681180336	11.3399985104479	14	22971177	22982551	ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]	AJUBA
ENSG00000129480	4.59399986103327	3.71383228241205	4.36174728407822	3.9791214541547	3.994410052722	14	31446036	31457506	D-aminoacyl-tRNA deacylase 2 [Source:HGNC Symbol;Acc:HGNC:20277]	DTD2
ENSG00000129484	7.47698145930533	7.14368295889039	7.21602537242271	7.10716214406103	7.19374961378314	14	20343601	20357905	poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272]	PARP2
ENSG00000129493	7.45231848956248	7.53012400134029	7.71622810991478	7.67826641587903	7.65940197228569	14	31290636	31420607	HEAT repeat containing 5A [Source:HGNC Symbol;Acc:HGNC:20276]	HEATR5A
ENSG00000129515	9.61489646121584	9.61996401339436	9.75582351385248	9.77053435774654	9.76388130699662	14	34561093	34630177	sorting nexin 6 [Source:HGNC Symbol;Acc:HGNC:14970]	SNX6
ENSG00000129518	8.53688054401636	8.63285180297277	8.23945234159112	8.45351525207882	8.52543422936925	14	34515938	34539721	E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312]	EAPP
ENSG00000129521	8.09154336872876	8.14887798536138	8.43150058756381	8.72931490495682	8.62704686760398	14	33924227	34462774	egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661]	EGLN3
ENSG00000129534	5.9161629571272	6.42372417680748	6.65470001033933	6.45370445217115	6.42037085652494	14	45203190	45253542	MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]	MIS18BP1
ENSG00000129535	4.17883178898615	3.0126980953547	3.55555050915245	2.78827785272642	3.80181831465869	14	24078662	24115010	neural retina leucine zipper [Source:HGNC Symbol;Acc:HGNC:8002]	NRL
ENSG00000129559	8.68183131455727	8.87865819754124	8.43558150450586	8.56273972291135	8.70485731383808	14	24216802	24232385	NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]	NEDD8
ENSG00000129562	10.4800812586127	10.5536521329186	10.1290444634187	10.3086530602937	10.312584107536	14	22564902	22589235	defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]	DAD1
ENSG00000129566	8.1179194124277	8.1793596654487	8.40260630307622	8.23045779979457	8.32048472130254	14	20365667	20413501	telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726]	TEP1
ENSG00000129595	3.5936081072702	2.59705845248819	3.77755698473814	3.43919021551714	4.57924808605548	5	112142441	112419313	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]	EPB41L4A
ENSG00000129625	10.1780929605335	10.1527620155563	9.9594379648762	10.2244778280971	10.3046541052853	5	112876385	112922328	receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]	REEP5
ENSG00000129636	9.35592830416477	9.38298764989892	9.38789180463185	9.48950216151581	9.52542615413505	16	47154387	47464149	integrin alpha FG-GAP repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30697]	ITFG1
ENSG00000129646	4.86708588844161	4.65778187930816	4.72397403013371	5.26369660158064	4.6947061536934	17	76274049	76308276	glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326]	QRICH2
ENSG00000129657	9.70116116256938	9.681596812108	9.88827058737045	9.62340521374395	9.60691274744095	17	77088749	77217101	SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]	SEC14L1
ENSG00000129667	8.97519449574129	9.06432434175789	9.07123107178958	8.9917826502799	9.04661592281614	17	76470891	76501790	rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]	RHBDF2
ENSG00000129680	7.09682274245212	7.24322550451872	7.39433777327065	7.62888214818357	7.39495141349876	X	136213220	136256482	MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]	MAP7D3
ENSG00000129691	8.76763051729596	8.85052179808924	8.89868810250165	8.8481314467423	8.90693835228259	8	38105493	38144124	ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]	ASH2L
ENSG00000129696	6.76422948631858	6.9212733572172	6.6961110160528	6.70585101997213	6.60880743793619	8	33473386	33513185	TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262]	TTI2
ENSG00000129757	8.53688054401636	8.62917605115738	8.78173757557932	8.95504322369329	8.92773949353323	11	2883213	2885775	cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]	CDKN1C
ENSG00000129810	3.5936081072702	0	1.56363161088981	2.30413070832589	1.58098965305343	3	20160593	20186782	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	SGO1
ENSG00000129824	10.2127690392994	10.2612317412696	9.74764051857215	10.0992724224718	10.1739508598308	Y	2841602	2932000	ribosomal protein S4 Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:10425]	RPS4Y1
ENSG00000129911	8.14894703256896	7.85993032852855	7.96801107093142	7.82956499136344	7.60877695051751	19	1852399	1863579	KLF transcription factor 16 [Source:HGNC Symbol;Acc:HGNC:16857]	KLF16
ENSG00000129925	8.23821637034112	8.39816410680853	8.5187176026909	8.07583277916228	8.18388164188065	16	370788	387113	post-GPI attachment to proteins 6 [Source:HGNC Symbol;Acc:HGNC:17205]	PGAP6
ENSG00000129932	7.27615451945349	7.2998127332209	7.06615333142434	7.08640590808513	7.06017040305925	19	3490821	3500936	deoxyhypusine hydroxylase [Source:HGNC Symbol;Acc:HGNC:28662]	DOHH
ENSG00000129933	8.40171845921519	8.61065548756509	8.58267690592547	8.38292644708944	8.68404905875035	19	19320811	19358754	MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140]	MAU2
ENSG00000129946	5.70968797873355	5.56878480961102	4.72397403013371	5.33581831296604	5.12349036013897	19	416589	461100	SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869]	SHC2
ENSG00000129968	6.46875382397601	6.33625072370622	6.42768483339093	6.12778209005942	6.26090076374544	19	1876810	1885618	abhydrolase domain containing 17A, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:28756]	ABHD17A
ENSG00000129990	3.33041697014048	3.18282375549048	3.14141314864487	3.56455122038548	3.45401138231152	19	55171196	55180314	synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]	SYT5
ENSG00000129991	3.91569291642838	3.92043126999285	3.4302651751641	3.15013650646195	3.57949701009345	19	55151767	55157773	troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]	TNNI3
ENSG00000129993	5.17909292270613	4.92091252287671	4.61303885931347	5.10764317176342	5.20365148096893	16	88874858	88977207	CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol;Acc:HGNC:1537]	CBFA2T3
ENSG00000130005	5.73717212568854	6.243129292456	6.09763110146189	6.54781069785306	6.31603940783656	19	1397026	1401570	guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136]	GAMT
ENSG00000130021	7.19918919351098	7.1018597513865	6.92234240661902	7.30877508734407	7.33392350793439	X	6667865	7148165	pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]	PUDP
ENSG00000130023	7.29477098005983	7.34533026539826	7.05558583244489	7.35289344016097	7.48592291275084	6	169751567	169781600	ER membrane associated RNA degradation [Source:HGNC Symbol;Acc:HGNC:21056]	ERMARD
ENSG00000130024	6.80376020256264	7.19431258648725	7.05558583244489	6.87272519061138	7.04936398339265	6	169703902	169725566	PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]	PHF10
ENSG00000130038	2.81544069577597	2.81979498664789	0.984031472924891	2.30413070832589	1.58098965305343	12	3606633	3764819	calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657]	CRACR2A
ENSG00000130045	3.46800598579896	2.59705845248819	2.97193800606737	1.98332140549035	0	9	88534033	88584274	nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]	NXNL2
ENSG00000130052	1.59125534812168	2.01089091010935	1.97598043594667	0.988902388497213	1.58098965305343	X	68647666	68725842	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]	STARD8
ENSG00000130054	7.6018373485132	7.78262114858909	6.99050182359478	6.67837435663964	6.98276835728502	X	69504326	69532508	NALCN channel auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:30701]	NALF2
ENSG00000130055	4.09633890407236	4.47327856343065	5.49215199896943	5.53278527039018	4.85222365818305	X	70423031	70433710	glycerophosphodiester phosphodiesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25974]	GDPD2
ENSG00000130066	11.6924207330527	11.6780566755552	11.3265477853749	11.6202288011856	11.5676857663705	X	23783173	23786210	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	SAT1
ENSG00000130119	6.48505683637585	6.20412988876087	6.6961110160528	6.73281414532707	6.5486890401428	X	54529900	54621565	G protein nucleolar 3 like [Source:HGNC Symbol;Acc:HGNC:25553]	GNL3L
ENSG00000130147	10.5172171930599	10.5652401847769	10.6198530119635	10.6188814064803	10.5705248785058	2	234952017	235055714	SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826]	SH3BP4
ENSG00000130150	7.60929340444925	7.70093349483239	7.61190277767677	7.6144562001989	7.58652461757301	X	14873421	14922327	motile sperm domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28381]	MOSPD2
ENSG00000130158	9.86584439795329	9.85683764364505	9.88678100385196	9.57766052662009	9.69967616223807	19	11199295	11262524	dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]	DOCK6
ENSG00000130159	8.0262010082296	8.00879986574854	7.96801107093142	7.86045694003292	7.92479844636436	19	11505927	11530564	ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548]	ECSIT
ENSG00000130164	10.9342366768267	10.818625970156	11.2217450012957	10.8333780326311	10.7346641553572	19	11089418	11133830	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]	LDLR
ENSG00000130165	8.4932185326224	8.82504251515334	8.42740809427618	8.16762020367044	8.66293628489815	19	11551147	11559325	elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:28691]	ELOF1
ENSG00000130175	11.1686655487037	11.159154888651	11.2323400192268	11.1914400013747	11.203492507498	19	11422369	11450969	PRKCSH beta subunit of glucosidase II [Source:HGNC Symbol;Acc:HGNC:9411]	PRKCSH
ENSG00000130176	4.86708588844161	4.47327856343065	4.87585693760774	5.18777885714677	4.80160494330872	19	11538767	11550323	calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155]	CNN1
ENSG00000130177	9.13094565196526	9.23122462494537	9.05009317623965	9.37221480746135	9.34939683797726	13	114234856	114272723	cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]	CDC16
ENSG00000130182	2.59282428046555	3.18282375549048	2.55824924234917	1.98332140549035	2.57999472935762	16	3088890	3099295	zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997]	ZSCAN10
ENSG00000130193	7.09682274245212	7.20422873704142	7.23488162531172	7.02228296579337	7.44528187675889	8	142727191	142736938	thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656]	THEM6
ENSG00000130202	9.45649876931385	9.56137818749534	9.45576948166154	9.42896193780244	9.22766622151586	19	44846175	44889228	nectin cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:9707]	NECTIN2
ENSG00000130203	10.3257031682674	10.4718736352876	10.3698543441392	10.2515324854793	10.3482905653831	19	44903787	44909396	apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]	APOE
ENSG00000130204	7.19918919351098	7.15395202541784	6.88701582576475	6.93209613016762	6.7885063190317	19	44890569	44903695	translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]	TOMM40
ENSG00000130208	2.59282428046555	2.59705845248819	2.29629291785409	2.30413070832589	1.99552977625034	19	44913133	44920054	apolipoprotein C1 [Source:HGNC Symbol;Acc:HGNC:607]	APOC1
ENSG00000130222	4.46843336936641	4.59886412981779	3.67081992245928	3.9791214541547	4.45373983520448	9	89605012	89606555	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	GADD45G
ENSG00000130227	9.86428724163936	9.73899981551873	9.84136295207905	9.92464777312526	9.87668599790284	8	21919641	22006585	exportin 7 [Source:HGNC Symbol;Acc:HGNC:14108]	XPO7
ENSG00000130234	2.32947622463054	1.00726973412063	2.29629291785409	1.98332140549035	1.99552977625034	X	15494566	15607236	angiotensin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]	ACE2
ENSG00000130244	7.17928874198229	7.32729521508114	7.14801726192163	7.05470066375842	7.38638961046225	19	38403093	38409088	family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119]	FAM98C
ENSG00000130254	8.70289326393034	8.78265424689751	8.72284689340128	8.76567210875112	8.7688373210803	19	5586981	5624046	scaffold attachment factor B2 [Source:HGNC Symbol;Acc:HGNC:21605]	SAFB2
ENSG00000130255	11.8494175146351	11.9846053134763	11.6381078191672	11.8022859697037	11.8146161531157	19	5674947	5691881	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]	RPL36
ENSG00000130270	4.40129882478009	3.92043126999285	4.0572561429218	4.43817065204898	3.69493593430296	19	1782075	1812276	ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]	ATP8B3
ENSG00000130299	6.45226447352783	6.67257162043662	6.47603569171098	6.48576011743128	6.42037085652494	19	17334920	17342735	GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]	GTPBP3
ENSG00000130303	5.53278663926684	6.53790811539647	5.99075157344905	5.86074232770375	5.54875260746763	19	17402933	17405665	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	BST2
ENSG00000130304	7.74409450398041	7.72867981967128	8.14292226899881	7.92032452858102	7.81424202176657	19	17467666	17506190	solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995]	SLC27A1
ENSG00000130305	6.5484867587117	6.88474439752024	6.27207599460822	6.77233689114373	6.36914804455831	7	73302516	73308867	NOP2/Sun RNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:16385]	NSUN5
ENSG00000130309	9.45856420774241	9.52623590567715	9.44163564275688	9.28153502543496	9.35159773226324	19	17555631	17583162	collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26182]	COLGALT1
ENSG00000130311	8.82958717737591	8.88483690480846	8.95946986550178	8.768932323243	8.68753800988115	19	17309518	17323298	DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]	DDA1
ENSG00000130312	7.52507748847191	7.53012400134029	7.66152805491233	7.5324270328591	7.97705381230071	19	17292609	17306843	mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]	MRPL34
ENSG00000130313	9.53689327895761	9.50833845439459	9.18468465600043	9.27696240843218	9.53126306155199	19	17511620	17521288	6-phosphogluconolactonase [Source:HGNC Symbol;Acc:HGNC:8903]	PGLS
ENSG00000130332	7.98667163605263	7.98022958171352	7.63338010565721	7.54007997351172	7.81424202176657	19	2321520	2328612	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]	LSM7
ENSG00000130338	9.04283407353712	8.73898275804615	9.19194019819399	9.20657486257488	9.20350007806048	6	158232236	158511828	TUB like protein 4 [Source:HGNC Symbol;Acc:HGNC:15530]	TULP4
ENSG00000130340	8.92827282697286	8.97737010614821	9.07385166478955	9.1376293407363	8.98273306829875	6	157700387	157945077	sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]	SNX9
ENSG00000130347	4.9160062939095	5.92115308913106	4.77639852761613	5.59288676919632	5.08167520545777	6	106570771	106629498	reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18647]	RTN4IP1
ENSG00000130348	7.34028751036025	7.17427344126919	7.09739918658147	7.13774709949959	7.13363035113325	6	106629572	106668417	glutaminyl-tRNA amidotransferase subunit QRSL1 [Source:HGNC Symbol;Acc:HGNC:21020]	QRSL1
ENSG00000130349	7.29477098005983	7.49015537888699	7.15793119697045	7.34417704277825	7.593980262896	6	107028184	107051586	mitochondrial transcription rescue factor 1 [Source:HGNC Symbol;Acc:HGNC:17971]	MTRES1
ENSG00000130363	8.07008973950028	7.9092601499141	7.99591463746314	8.07055813728631	8.16398236867231	6	158970084	159000202	radial spoke head 3 [Source:HGNC Symbol;Acc:HGNC:21054]	RSPH3
ENSG00000130382	9.4272677823971	9.63653652636278	9.74764051857215	9.50717968729822	9.62340078350462	19	6210377	6279975	MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]	MLLT1
ENSG00000130396	9.85333983236056	9.67448107470153	10.1651285729328	10.0914811803294	9.90842794294106	6	167826859	167972023	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	AFDN
ENSG00000130402	13.0338750037943	13.0255537713934	13.4220578624314	13.1775468197326	13.0795097650174	19	38647605	38731589	actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]	ACTN4
ENSG00000130413	1.59125534812168	2.33354215076899	0	2.30413070832589	0.99702139037312	11	8391864	8594292	serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]	STK33
ENSG00000130414	9.3290864208325	9.41962319892355	9.38155976435007	9.25387937016909	9.38636293353635	2	239892450	240025743	NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]	NDUFA10
ENSG00000130427	4.17883178898615	4.65778187930816	4.82698463729273	4.83647381902327	4.16429356622822	7	100720468	100723700	erythropoietin [Source:HGNC Symbol;Acc:HGNC:3415]	EPO
ENSG00000130429	4.53258228580865	4.40613311846816	4.96889873299033	3.9791214541547	3.994410052722	7	99374226	99394827	actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]	ARPC1B
ENSG00000130449	7.06464077787101	7.20422873704142	7.6684800613644	7.46165996315968	7.21324524377079	5	61332258	61546172	zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]	ZSWIM6
ENSG00000130475	5.09661540301543	4.87198633014087	4.66957246881895	3.67988467992081	4.24227860926789	19	17747718	17788572	FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002]	FCHO1
ENSG00000130479	7.40169048738324	7.39812090017939	7.33440324201164	7.13774709949959	6.82697905017886	19	17718607	17734518	microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]	MAP1S
ENSG00000130487	8.46061326713076	8.54194091851745	8.58267690592547	8.22096683673511	8.66647660661757	22	50545899	50551023	kelch domain containing 7B [Source:HGNC Symbol;Acc:HGNC:25145]	KLHDC7B
ENSG00000130508	10.1780929605335	10.1243206147347	10.352692257496	10.1969061066545	10.0205657902087	2	1631887	1744852	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	PXDN
ENSG00000130511	6.7508081572271	6.76925690114657	6.85080246019335	6.65036421327649	6.63795256411133	19	18418864	18434563	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]	SSBP4
ENSG00000130513	10.0714663537807	10.0979690470638	10.0313096497603	9.80270224577493	9.67528230869011	19	18374731	18389176	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	GDF15
ENSG00000130517	6.1792234718434	6.4572806397084	6.46009811216893	6.42092031589812	6.03852127612168	19	18340587	18369950	pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568]	PGPEP1
ENSG00000130520	9.22373230644982	9.1489036628545	9.08688369892791	8.97211621292737	8.90093966331806	19	18306231	18323112	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]	LSM4
ENSG00000130522	10.044219011017	10.1831626005051	10.2003321401653	9.95215565881013	9.86902432990185	19	18279694	18281622	JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]	JUND
ENSG00000130529	9.7525694353299	9.6833702761048	9.81654238080293	9.69884454186284	9.75559473524145	19	49157741	49211836	transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993]	TRPM4
ENSG00000130544	5.81661609391061	5.68664538554037	5.29062398183878	5.62202395275807	5.486022502413	19	7069701	7087968	zinc finger protein 557 [Source:HGNC Symbol;Acc:HGNC:28632]	ZNF557
ENSG00000130545	8.19922138041757	8.14887798536138	8.09728321515955	8.08632455917564	8.08152142899403	19	6463777	6467221	crumbs cell polarity complex component 3 [Source:HGNC Symbol;Acc:HGNC:20237]	CRB3
ENSG00000130558	1.59125534812168	2.01089091010935	1.97598043594667	0	1.99552977625034	9	135075422	135121180	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]	OLFM1
ENSG00000130559	9.75928751956221	9.73044785124267	9.99720252153271	9.88463273410943	9.89188833819234	9	135808487	135907546	calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]	CAMSAP1
ENSG00000130560	9.17933769264866	9.16422473337694	9.0842866926807	9.26315695160619	9.28636778176936	9	135932403	135961387	UBA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30221]	UBAC1
ENSG00000130584	2.59282428046555	2.59705845248819	2.97193800606737	3.43919021551714	3.16462543631556	20	63743668	63832455	zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]	ZBTB46
ENSG00000130589	8.75760000072622	8.6438231989712	9.46578097199801	8.4855750751383	8.78846594346334	20	63558086	63574239	helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]	HELZ2
ENSG00000130590	6.46875382397601	6.38936858070993	6.07687926290961	6.10732250444978	6.43704879902985	20	63974116	63980008	sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]	SAMD10
ENSG00000130592	3.00825374637908	2.81979498664789	3.55555050915245	3.9791214541547	3.90132554051951	11	1850904	1892267	lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]	LSP1
ENSG00000130595	3.33041697014048	3.33498735579838	3.96991253559643	4.22682757847097	3.994410052722	11	1919456	1938711	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	TNNT3
ENSG00000130598	5.21862834390492	4.96823375926915	5.89915384885606	5.83608683344182	4.74914542661995	11	1838981	1841680	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	TNNI2
